headline,category,date,sentiment_score
Climate Change And The Migration Crisis,WORLD NEWS,10/11/2017 0:00,-0.847736001
France’s Biggest Bank Becomes The First To Cut Off Funding For Natural Gas Fracking,POLITICS,10/11/2017 0:00,-0.984891772
Bipartisan Bill Introduced To Ban Bump Stocks After Las Vegas Shooting,POLITICS,10/10/2017 0:00,0.889254332
"At Ground Zero For Climate Change, People Think Donald Trump’s Denial Is Insane",POLITICS,10/10/2017 0:00,-0.992883086
Trump Axes Climate Plan As The World Burns,POLITICS,10/10/2017 0:00,-0.951919317
The Jobs From The North Dakota “Oil Miracle” Have Disappeared,BUSINESS,10/10/2017 0:00,-0.99965632
"Mourning The Sad Trump Truth, And How Vegas Snapped Me Out Of It",POLITICS,10/8/2017 0:00,-0.916407883
Pittsburgh’s Mayor Calls For ‘An American Marshall Plan’ For Clean Energy,POLITICS,10/7/2017 0:00,-0.527422249
The Auto Industry Needs To Keep Its Word On Fuel Economy Standards,POLITICS,10/6/2017 0:00,-0.999402523
Could The Bloodbath In Las Vegas Finally Kill Off The NRA's Lies?,POLITICS,10/5/2017 0:00,-0.998571277
The Night Vegas Cried,POLITICS,10/5/2017 0:00,-0.916300476
Whistleblower Speaks Out: Morale At Interior Department Is 'In The Toilet',POLITICS,10/5/2017 0:00,-0.995717108
The Republicans' Non-Response To The Las Vegas Shooting,POLITICS,10/5/2017 0:00,-0.995483994
Trump Administration To Propose Scrapping Major Obama-Era Climate Change Policy,POLITICS,10/5/2017 0:00,-0.97953254
Momentum Grows In Congress For 'Bump Stock' Ban After Las Vegas Shooting,POLITICS,10/4/2017 0:00,0.993886411
Las Vegas Investigation Focuses On Paddock’s Finances And Travel: Sources,POLITICS,10/4/2017 0:00,0.993859351
Las Vegas Casino Workers Recognize Stephen Paddock: 'I Wish I Had Never Seen His Face',POLITICS,10/4/2017 0:00,-0.946412742
Did You Donate To The NRA In The Wake Of The Las Vegas Attack?,POLITICS,10/4/2017 0:00,-0.994848132
Steve Scalise On Las Vegas Shooting: It Has 'Fortified' My Support For Gun Rights,POLITICS,10/4/2017 0:00,0.979550958
Las Vegas Shooter Opens And Deepens Old Wounds,POLITICS,10/4/2017 0:00,-0.9702968
The U.S. Is Breaking Clean Energy Records Even As Trump Doubles Down On Fossil Fuels,IMPACT,10/4/2017 0:00,0.99874866
An Open Letter To Bill O'Reilly About His Dystopian Take On The Las Vegas Shooting,POLITICS,10/3/2017 0:00,0.946076751
Longtime Gun Owner Ashton Kutcher Says 'Enough Is Enough' After Vegas Massacre,POLITICS,10/3/2017 0:00,-0.836822271
Iconic Landmarks Go Dark In Honor Of Las Vegas Massacre Victims,WORLD NEWS,10/3/2017 0:00,0.585321009
Fuel Deliveries Finally Start To Arrive In Hurricane-Damaged Puerto Rico,WORLD NEWS,10/3/2017 0:00,-0.969420969
Russian Hacking Fuels Return To Paper Ballots,POLITICS,10/3/2017 0:00,-0.996586919
"Let Not The Americans Of Las Vegas Die In Vain, Too",POLITICS,10/3/2017 0:00,0.941929758
Tuesday's Morning Email: How The Las Vegas Mass Shooting Unfolded,POLITICS,10/3/2017 0:00,-0.799634099
Hillary Clinton On Las Vegas Shooting: 'We Must Stand Up To The NRA',POLITICS,10/2/2017 0:00,0.99429816
Sandy Hook Mother Tears Into Congress After Las Vegas Massacre,POLITICS,10/2/2017 0:00,-0.976505399
The Oil Industry Needs Taxpayers To Prop Up Nearly Half Of Its New U.S. Drilling,POLITICS,10/2/2017 0:00,-0.998338342
"Monday's Morning Email: At Least 50 Dead, 200 Injured In Las Vegas Mass Shooting",POLITICS,10/2/2017 0:00,-0.990929306
"The Message From Las Vegas (And Boston, Orlando And San Bernardino) Is Loud And Clear",POLITICS,10/2/2017 0:00,0.996760547
Las Vegas Shooting Leads To Renewed Scrutiny Of GOP Push To Deregulate Silencers,POLITICS,10/2/2017 0:00,-0.986989558
Las Vegas Officials Create GoFundMe Page For Shooting Victims,IMPACT,10/2/2017 0:00,-0.994242013
Here’s How A Guy Can Stroll Into A Las Vegas Hotel With An Arsenal,POLITICS,10/2/2017 0:00,0.995428324
It's Completely Legal To Walk Around Las Vegas With A Machine Gun,POLITICS,10/2/2017 0:00,0.561187983
Here's Why Authorities Aren't Calling The Las Vegas Massacre An Act Of Terrorism,POLITICS,10/2/2017 0:00,-0.991262436
Journalists And Pundits Praise Trump's Response To Las Vegas Shooting As 'Very Presidential',POLITICS,10/2/2017 0:00,0.996485949
Google And Facebook Amplify Far-Right Disinformation Campaigns After Las Vegas Shooting,POLITICS,10/2/2017 0:00,-0.988655448
Gun Stocks Climb After Las Vegas Shooting,BUSINESS,10/2/2017 0:00,-0.994074643
Ryan Zinke Snaps At Heckler During Speech On Energy Dominance,POLITICS,9/29/2017 0:00,-0.948284388
Trump's Bait-And-Switch On The Renewable Fuel Standard,POLITICS,9/26/2017 0:00,0.97216326
"His Country Destroyed By Hurricanes, Dominica PM Implores Climate Change Action",WORLD NEWS,9/25/2017 0:00,0.964588106
