headline,category,date,source,sentiment,sentiment_score
Social Media Gives Young Climate Activists A Platform – It Also Brings Out The Trolls,IMPACT,2019-11-27 00:00:00,HuffPost,POSITIVE,0.9987640380859375
Climate Change Is Threatening Our Jobs — And Most Companies Are Doing Nothing,IMPACT,2019-11-25 00:00:00,HuffPost,NEGATIVE,0.9997280240058899
Italy Is Making Climate Change Lessons Compulsory In Schools,IMPACT,2019-11-06 00:00:00,HuffPost,NEGATIVE,0.7595404982566833
Saudi Arabia Formally Starts Long-Anticipated IPO Of State-Run Oil Giant Saudi Aramco,WORLD NEWS,2019-11-03 00:00:00,HuffPost,POSITIVE,0.9117380976676941
How Fossil Fuel Companies Are Killing Plastic Recycling,IMPACT,2019-09-30 00:00:00,HuffPost,NEGATIVE,0.998377799987793
"From Sydney To San Francisco, Millions Are Striking For Global Climate Action",POLITICS,2019-09-20 00:00:00,HuffPost,POSITIVE,0.9995724558830261
Trump: U.S. 'Locked And Loaded' For Response To Attack On Saudi Oil Sites,WORLD NEWS,2019-09-16 00:00:00,HuffPost,POSITIVE,0.9141438603401184
Trump Approves Oil Release From Reserve After Attack On Saudi Sites,WORLD NEWS,2019-09-15 00:00:00,HuffPost,POSITIVE,0.9610626101493835
Drone Attacks Spark Huge Fires At Saudi Arabia Oil Facilities,WORLD NEWS,2019-09-14 00:00:00,HuffPost,NEGATIVE,0.9333373308181763
"No-Deal Brexit Could Lead To Shortages Of Medicine, Food And Fuel, Government Report Says",WORLD NEWS,2019-09-12 00:00:00,HuffPost,NEGATIVE,0.9987150430679321
"Police Fire Tear Gas, Rubber Bullets At Hong Kong Protesters",WORLD NEWS,2019-07-29 00:00:00,HuffPost,NEGATIVE,0.9758598208427429
"Iran Seizes Foreign Oil Tanker With Crew Of 12, State TV Says",WORLD NEWS,2019-07-18 00:00:00,HuffPost,NEGATIVE,0.9818766117095947
UN Chief Warns World Is ‘Not On Track’ To Meet Paris Climate Change Target,WORLD NEWS,2019-05-12 00:00:00,HuffPost,NEGATIVE,0.9980158805847168
Joe Biden's Rivals In Democratic Race Reject His ‘Middle Ground’ On Climate Policy,POLITICS,2019-05-12 00:00:00,HuffPost,NEGATIVE,0.9897155165672302
Oil Execs Chortle Over  'Unprecedented' Access To Trump Officials In Secret Recording,POLITICS,2019-03-24 00:00:00,HuffPost,NEGATIVE,0.9991644620895386
EPA Administrator Dismisses Climate Change As '50 To 75 Years Out',POLITICS,2019-03-20 00:00:00,HuffPost,NEGATIVE,0.9992603659629822
"From Climate Change To Gun Control, 8 Women Making The World A Better Place",IMPACT,2019-03-08 00:00:00,HuffPost,POSITIVE,0.9923229217529297
"Bernie Sanders Stakes Out Forceful Climate Stance, Leapfrogging The 2020 Field",POLITICS,2018-12-04 00:00:00,HuffPost,POSITIVE,0.9982128143310547
GOP Shrugs Off Bombshell Climate Report,POLITICS,2018-11-25 00:00:00,HuffPost,POSITIVE,0.9221559166908264
CNN Meteorologist Schools Trump On The Meaning Of The Word 'Climate',SCIENCE,2018-11-23 00:00:00,HuffPost,NEGATIVE,0.5897881984710693
Wins By Democratic Attorneys General Threaten To Multiply Climate Suits Against Big Oil,POLITICS,2018-11-10 00:00:00,HuffPost,NEGATIVE,0.9297966957092285
Elizabeth Warren Bill Would Mandate Companies Disclose Climate Risks,POLITICS,2018-09-14 00:00:00,HuffPost,NEGATIVE,0.8356988430023193
"200 Actors, Scientists Band Together To Demand Climate Change Action",WORLD NEWS,2018-09-04 00:00:00,HuffPost,POSITIVE,0.9963185787200928
Samoan Prime Minister: Leaders Who Deny Climate Change Are 'Utterly Stupid',WORLD NEWS,2018-09-02 00:00:00,HuffPost,NEGATIVE,0.9995579123497009
Japan Executes Last 6 Members Of Doomsday Cult Behind Subway Gas Attack,WORLD NEWS,2018-07-26 00:00:00,HuffPost,NEGATIVE,0.9432092905044556
North Korea Boosting Nuclear Fuel Production At Secret Sites: Report,WORLD NEWS,2018-06-30 00:00:00,HuffPost,POSITIVE,0.9719458222389221
How A Populist Europe In Thrall To Russia Threatens Climate Change Action,IMPACT,2018-06-26 00:00:00,HuffPost,NEGATIVE,0.9921601414680481
White House Officials Reportedly Considered Just 'Ignoring' New Climate Research,POLITICS,2018-05-24 00:00:00,HuffPost,NEGATIVE,0.9995829463005066
Vietnam Is A Test For What Happens When The U.S. Abandons Climate Diplomacy,POLITICS,2018-05-22 00:00:00,HuffPost,NEGATIVE,0.9976311922073364
Trump's NASA Chief Has Apparently Changed His Tune On Climate Change,POLITICS,2018-05-18 00:00:00,HuffPost,NEGATIVE,0.9956640601158142
The Battle To Save Our Dying Soil,IMPACT,2018-05-17 00:00:00,HuffPost,POSITIVE,0.7607371211051941
Palestinian Family Says 8-Month-Old Died From Israeli Tear Gas In Gaza Protest Crackdown (GRAPHIC),WORLD NEWS,2018-05-15 00:00:00,HuffPost,NEGATIVE,0.9921557903289795
Trump Administration Axes Funding For NASA System That Monitors Greenhouse Gases,POLITICS,2018-05-11 00:00:00,HuffPost,NEGATIVE,0.8394374847412109
EPA Hid Scott Pruitt's Dinner With Climate Denier Accused Of Child Sex Abuse,POLITICS,2018-05-11 00:00:00,HuffPost,NEGATIVE,0.9857268929481506
FEMA's Latest Excuse For Why It's Ignoring Climate Change: It Forgot,POLITICS,2018-05-03 00:00:00,HuffPost,NEGATIVE,0.9991512298583984
A Trump Plan To Nationalize Coal Plants Could Be A Surprise Gift To Climate Hawks,POLITICS,2018-05-03 00:00:00,HuffPost,POSITIVE,0.9900932908058167
U.S. Climate Scientists Flee For France To ‘Make Our Planet Great Again’,SCIENCE,2018-05-03 00:00:00,HuffPost,POSITIVE,0.9800641536712646
Protests Across Armenia Fuel Calls For Ruling Elite To Step Down,WORLD NEWS,2018-05-02 00:00:00,HuffPost,NEGATIVE,0.9363305568695068
The Dangerous Belief That Extreme Technology Will Fix Climate Change,IMPACT,2018-04-27 00:00:00,HuffPost,NEGATIVE,0.986884355545044
Scott Pruitt Faces New Accusations Of Ethical Lapses Over EPA’s Climate Rule Repeal,POLITICS,2018-04-26 00:00:00,HuffPost,NEGATIVE,0.998058021068573
Emmanuel Macron Takes Aim At Trump On Climate Change In Congressional Address,POLITICS,2018-04-25 00:00:00,HuffPost,NEGATIVE,0.6677931547164917
U.S. Agencies Fueled A National Increase In Anti-Muslim Incidents: Report,POLITICS,2018-04-24 00:00:00,HuffPost,POSITIVE,0.9413302540779114
Andrew Cuomo Faces A Big Test On Climate Change. He’s Already Failed Twice.,POLITICS,2018-04-23 00:00:00,HuffPost,NEGATIVE,0.9990233182907104
Michael Bloomberg Contributes $4.5 Million For Paris Climate Deal After Trump Bails,POLITICS,2018-04-23 00:00:00,HuffPost,POSITIVE,0.9522691965103149
Senate Confirms Climate Change Denier To Lead NASA,POLITICS,2018-04-19 00:00:00,HuffPost,POSITIVE,0.9945433139801025
How The Energy Industry's Wish List Became The Interior Department's To-Do List,POLITICS,2018-04-17 00:00:00,HuffPost,NEGATIVE,0.8799727559089661
The SEC Just Made The Case For Divesting From Fossil Fuel Companies Much Stronger,BUSINESS,2018-04-17 00:00:00,HuffPost,POSITIVE,0.9518293142318726
Read Live Updates On Mark Zuckerberg's Hearing With The House Energy And Commerce Committee,POLITICS,2018-04-11 00:00:00,HuffPost,POSITIVE,0.9883432984352112
Scott Pruitt Is Embroiled In More Than A Dozen Scandals. Most Of America Has Barely Noticed.,POLITICS,2018-04-10 00:00:00,HuffPost,NEGATIVE,0.9397299885749817
2013 Syrian Gas Attack Survivor: Whole World 'Should Be Ashamed',WORLD NEWS,2018-04-09 00:00:00,HuffPost,NEGATIVE,0.9911080598831177
Democrats Did Little To Stop A Climate-Denying Coal Lobbyist From Getting EPA’s No. 2 Spot,POLITICS,2018-04-09 00:00:00,HuffPost,NEGATIVE,0.6676973700523376
German Police Foil Berlin Half-Marathon Knife Attacks: Report,WORLD NEWS,2018-04-08 00:00:00,HuffPost,NEGATIVE,0.907995879650116
2 Senate Democrats Vow To Confirm Climate-Denying Coal Lobbyist As EPA No. 2,POLITICS,2018-04-07 00:00:00,HuffPost,NEGATIVE,0.9752300381660461
EPA To Gut The Only Major Federal Rule To Cut Climate Pollution From Vehicles,POLITICS,2018-04-02 00:00:00,HuffPost,NEGATIVE,0.9947128891944885
"6 Months After The Vegas Shooting, We Still Don’t Know What Motivated The Killer",POLITICS,2018-03-31 00:00:00,HuffPost,NEGATIVE,0.9984009861946106
Report: EPA's Scott Pruitt Lived In Condo Linked to Energy Lobbyist,POLITICS,2018-03-30 00:00:00,HuffPost,NEGATIVE,0.9758752584457397
Rep. Keith Ellison Demands FEMA Explain Why It Cut Climate Change From Strategic Plan,POLITICS,2018-03-29 00:00:00,HuffPost,NEGATIVE,0.9926816821098328
Trapped Inside The Monster Energy Frat House,BUSINESS,2018-03-29 00:00:00,HuffPost,NEGATIVE,0.9836896061897278
"Independents Are Shifting To Climate Denial, According To The Latest Gallup Poll",POLITICS,2018-03-28 00:00:00,HuffPost,NEGATIVE,0.9963468909263611
Top Banks Pumped Billions More Into The Dirtiest Fossil Fuels Last Year,IMPACT,2018-03-28 00:00:00,HuffPost,NEGATIVE,0.9808406233787537
Leaked Memo: EPA Shows Workers How To Downplay Climate Change,POLITICS,2018-03-28 00:00:00,HuffPost,NEGATIVE,0.9950007796287537
Attorney Who Declined A Job On Trump's Legal Team Rips 'Turmoil' In White House,POLITICS,2018-03-27 00:00:00,HuffPost,NEGATIVE,0.9903327822685242
Trump Appears To Brag About Using Data Mining Firm Roiled In Scandal,POLITICS,2018-03-22 00:00:00,HuffPost,NEGATIVE,0.973592221736908
Pentagon To Senate: We Can't Know If U.S. Fuel Helps Saudi Arabia Kill Civilians In Yemen,POLITICS,2018-03-19 00:00:00,HuffPost,NEGATIVE,0.9872002601623535
U.S. Blames Russia For Cyberattacks On Electricity Grid,POLITICS,2018-03-16 00:00:00,HuffPost,NEGATIVE,0.9954097867012024
FEMA Decides To Stop Taking Climate Change Into Account As It Plans For Future,POLITICS,2018-03-16 00:00:00,HuffPost,NEGATIVE,0.9994117021560669
Oklahoma To Become First U.S. State To Execute Death Row Inmates With Nitrogen Gas,POLITICS,2018-03-15 00:00:00,HuffPost,POSITIVE,0.9825215935707092
Kenya Gambles On Dirty Energy With Its First Coal Plant,IMPACT,2018-03-15 00:00:00,HuffPost,NEGATIVE,0.9939600229263306
An Underdog In Michigan’s Governor Race Shows Dems How To Run On Climate Change,POLITICS,2018-03-15 00:00:00,HuffPost,NEGATIVE,0.6689561009407043
Libertarian Candidate Embraces His Role As Spoiler In Pennsylvania Election,POLITICS,2018-03-14 00:00:00,HuffPost,POSITIVE,0.992547333240509
Trump’s Pick To Replace Former Exxon CEO As Secretary Of State Is A Bigger Climate Denier,POLITICS,2018-03-13 00:00:00,HuffPost,POSITIVE,0.9511736631393433
Interior Officials Are Citing Coal Execs And Crank Bloggers To Defend Climate Stances,POLITICS,2018-03-09 00:00:00,HuffPost,NEGATIVE,0.9936609268188477
DOJ Report To Knock Trump's Favorite FBI Foil Over Leak That Helped Trump's Own Campaign,POLITICS,2018-03-04 00:00:00,HuffPost,NEGATIVE,0.960773766040802
Syrians Fight For Survival Amid Assad's Poison Gas Warfare,WORLD NEWS,2018-03-02 00:00:00,HuffPost,NEGATIVE,0.9866557121276855
#MeToo Movement Fuels A 1970s Comeback: The ERA,POLITICS,2018-03-01 00:00:00,HuffPost,POSITIVE,0.999087929725647
DCCC Advised Candidates Not To Discuss Gun Control Policy Right After Vegas Shooting,POLITICS,2018-02-27 00:00:00,HuffPost,NEGATIVE,0.9979656934738159
"Despite Attacking Renewables, Trump Team Says It Loves All Energy Sources",POLITICS,2018-02-23 00:00:00,HuffPost,POSITIVE,0.9973596930503845
Here Are The Autopsies For The Victims Of The Las Vegas Mass Shooting,POLITICS,2018-02-15 00:00:00,HuffPost,NEGATIVE,0.9869421720504761
"Why This California City Is Taking On Chevron, Exxon And Shell Over Climate Change",IMPACT,2018-02-10 00:00:00,HuffPost,NEGATIVE,0.9895336031913757
"Wall Street Turmoil Worsens As Dow Jones Plunges 1,000 Points",BUSINESS,2018-02-08 00:00:00,HuffPost,NEGATIVE,0.9994033575057983
Idaho Lawmakers Are Trying Again To Scrub Climate Change From Education Standards,POLITICS,2018-02-07 00:00:00,HuffPost,NEGATIVE,0.9912741780281067
Trump's Climate-Denying Coal Lobbyist Nominee Inches Closer To EPA’s No. 2 Job,POLITICS,2018-02-06 00:00:00,HuffPost,NEGATIVE,0.9920096397399902
"Democrats Lack A Bold National Climate Change Plan In The Trump Era, And It Shows",POLITICS,2018-02-03 00:00:00,HuffPost,NEGATIVE,0.9990711212158203
Feds Arrest Arizona Man For Selling Armor-Piercing Ammo To Las Vegas Shooter,POLITICS,2018-02-03 00:00:00,HuffPost,NEGATIVE,0.9817423224449158
Already Threatened Polar Bears Face Food Shortage Crisis Amid Climate Change,SCIENCE,2018-02-02 00:00:00,HuffPost,NEGATIVE,0.9910216927528381
First State Ban On Bump Stocks Takes Effect After Las Vegas Massacre,POLITICS,2018-02-01 00:00:00,HuffPost,NEGATIVE,0.9817496538162231
Democrats Ignore Climate Change In State Of The Union Rebuttal,POLITICS,2018-01-31 00:00:00,HuffPost,NEGATIVE,0.9778528213500977
Monster Energy Vice President Accused Of Sexual Harassment Resigns,BUSINESS,2018-01-31 00:00:00,HuffPost,NEGATIVE,0.9985791444778442
"Trump Touts 'Beautiful, Clean Coal' And Fails To Link Disasters To Climate Change",POLITICS,2018-01-31 00:00:00,HuffPost,NEGATIVE,0.9996292591094971
"FBI Deputy Director Andrew McCabe, A Frequent Trump Foil, Is Leaving The Bureau",POLITICS,2018-01-29 00:00:00,HuffPost,NEGATIVE,0.998974084854126
EPA Chief Under Nixon And Reagan: GOP’s Climate Denial Is 'Killing Everything',POLITICS,2018-01-27 00:00:00,HuffPost,NEGATIVE,0.9994320273399353
Washington State Changes Driver's License Requirements To Foil ICE,POLITICS,2018-01-27 00:00:00,HuffPost,NEGATIVE,0.9775535464286804
"The Mercers, Trump’s Billionaire Megadonors, Ramp Up Climate Change Denial Funding",POLITICS,2018-01-26 00:00:00,HuffPost,NEGATIVE,0.9871963262557983
Trump Names Former Astronaut And Oil Geologist To Lead Key Scientific Agency,POLITICS,2018-01-26 00:00:00,HuffPost,POSITIVE,0.9912164211273193
White House Open To Gas Tax Hike To Pay For Infrastructure Upgrades,POLITICS,2018-01-26 00:00:00,HuffPost,NEGATIVE,0.6679936647415161
"Trump Asks For Van Gogh, Museum Offers Solid Gold Toilet Instead",POLITICS,2018-01-26 00:00:00,HuffPost,NEGATIVE,0.9979647397994995
Jerry Brown Extols California's Bipartisan Commitment To Fighting Climate Change,POLITICS,2018-01-25 00:00:00,HuffPost,POSITIVE,0.9926264882087708
Climate Change: Everyone's Battle,WORLD NEWS,2018-01-23 00:00:00,HuffPost,NEGATIVE,0.9672588109970093
Rescuers In Rebel-Held Syrian Area Accuse Government Of Gas Attack,WORLD NEWS,2018-01-22 00:00:00,HuffPost,NEGATIVE,0.9906186461448669
"Nevertheless, She Persisted: A Year After The First Women's March, Energy Is Still High",POLITICS,2018-01-21 00:00:00,HuffPost,POSITIVE,0.999424934387207
"Florida Waters Could Still Be Leased For Oil Drilling, Despite Ryan Zinke’s Tweet",POLITICS,2018-01-19 00:00:00,HuffPost,NEGATIVE,0.9899598360061646
Pentagon Drops Climate From National Defense Strategy In Retreat From Bush-Era Policy,POLITICS,2018-01-19 00:00:00,HuffPost,NEGATIVE,0.9983389377593994
GOP Lawmaker Claims ISIS Masterminded Las Vegas Shooting,POLITICS,2018-01-19 00:00:00,HuffPost,NEGATIVE,0.988831639289856
The Clean Energy Transition Will Transform Our Economy Beyond Recognition,IMPACT,2018-01-18 00:00:00,HuffPost,POSITIVE,0.9990648627281189
"Climate Denial Group Protected Former Executive Charged With Stalking Colleague, Ex-Staffers Say",POLITICS,2018-01-17 00:00:00,HuffPost,NEGATIVE,0.9817155003547668
Stricken Tanker Leaks 8-Mile Long Oil Slick In East China Sea,WORLD NEWS,2018-01-15 00:00:00,HuffPost,NEGATIVE,0.9959021210670471
An 'African Gang Crisis' In Melbourne Is Roiling Australian Politics,WORLD NEWS,2018-01-15 00:00:00,HuffPost,POSITIVE,0.986872673034668
Norway's Arctic Oil Lawsuit Offers Hope For A New Era Of Climate Litigation,IMPACT,2018-01-13 00:00:00,HuffPost,NEGATIVE,0.5179383754730225
"NYC Sues Big Oil Over Climate Impacts, Plans To Divest $5 Billion From Fossil Fuels",POLITICS,2018-01-10 00:00:00,HuffPost,NEGATIVE,0.9880074262619019
Florida Gov. Rick Scott Has Repeatedly Flip-Flopped On Offshore Oil Drilling,POLITICS,2018-01-10 00:00:00,HuffPost,NEGATIVE,0.9991376399993896
2017 Shatters Records With $306 Billion In Damages From Climate-Linked Disasters,POLITICS,2018-01-08 00:00:00,HuffPost,NEGATIVE,0.9982495903968811
Higher Fuel Prices And Cold Weather Will Squeeze Heating Assistance,POLITICS,2018-01-04 00:00:00,HuffPost,NEGATIVE,0.9560185670852661
Oil Industry Seals Two Arctic Drilling Wins As Fierce East Coast Storm Fuels Climate Fears,POLITICS,2018-01-04 00:00:00,HuffPost,POSITIVE,0.9904084205627441
Trump's 'Fear Of Being Poisoned' Reportedly Fuels His McDonald's Habit,POLITICS,2018-01-03 00:00:00,HuffPost,NEGATIVE,0.9895497560501099
Second Ship Suspected Of Providing Oil To North Korea Seized,WORLD NEWS,2017-12-31 00:00:00,HuffPost,NEGATIVE,0.9910907745361328
Trump Just Used Normal Winter Weather To Undermine The Science Behind Climate Change,POLITICS,2017-12-29 00:00:00,HuffPost,NEGATIVE,0.9986973404884338
South Korea Seizes Ship Suspected Of Transferring Oil To North Korea,WORLD NEWS,2017-12-29 00:00:00,HuffPost,NEGATIVE,0.9906243681907654
Report: Russian Tankers Fueled North Korea,WORLD NEWS,2017-12-29 00:00:00,HuffPost,NEGATIVE,0.9811320304870605
Trump Accuses China Of Allowing Oil Into North Korea,POLITICS,2017-12-28 00:00:00,HuffPost,NEGATIVE,0.9902064204216003
Obama Policies Fueled Our Economic Boom. Don't Let Trump And His Rich Man's Tax Cut Steal The Credit,POLITICS,2017-12-25 00:00:00,HuffPost,POSITIVE,0.9809145927429199
Energy Companies Celebrate White House Slashing Protections For Migratory Birds,POLITICS,2017-12-23 00:00:00,HuffPost,POSITIVE,0.9875747561454773
France To Ban Domestic Production Of Oil And Gas By 2040,WORLD NEWS,2017-12-20 00:00:00,HuffPost,NEGATIVE,0.8017581701278687
Trump Decides Climate Change Is No Longer A National Security Threat,POLITICS,2017-12-18 00:00:00,HuffPost,POSITIVE,0.9740246534347534
Trump To Nix Climate Change As National Security Threat,POLITICS,2017-12-18 00:00:00,HuffPost,POSITIVE,0.8209916949272156
"Climate Change Made Hurricane Harvey Worse, Scientists Say",SCIENCE,2017-12-13 00:00:00,HuffPost,NEGATIVE,0.9995986819267273
Doug Jones' Win Breaks Alabama's Long Record Of Electing Climate Change Deniers,POLITICS,2017-12-13 00:00:00,HuffPost,POSITIVE,0.999091625213623
50 World Leaders Gather In Paris For Climate Summit. Trump Was Not Invited.,WORLD NEWS,2017-12-12 00:00:00,HuffPost,NEGATIVE,0.997031569480896
"2 Years After Paris, We Have Work To Do In The Fight Against Climate Change",POLITICS,2017-12-12 00:00:00,HuffPost,POSITIVE,0.9988985061645508
Scott Pruitt's War On Wind Energy Will Only Hurt Oklahomans,POLITICS,2017-12-12 00:00:00,HuffPost,NEGATIVE,0.9973607659339905
"GOP Tax Bill ‘Designed’ To Kneecap Renewable Energy In Favor Of Fossil Fuels, Democrats Say",POLITICS,2017-12-12 00:00:00,HuffPost,NEGATIVE,0.9355926513671875
California Governor Says Trump Is Courting The 'Wrath Of God' By Ignoring Climate Change,POLITICS,2017-12-09 00:00:00,HuffPost,NEGATIVE,0.9738816022872925
British Authorities Reportedly Foil Terror Plot To Assassinate Prime Minister Theresa May,WORLD NEWS,2017-12-06 00:00:00,HuffPost,POSITIVE,0.8911963701248169
Wednesday's Morning Email: Trump's Latest Move Risks Fueling Unrest In Mideast,POLITICS,2017-12-06 00:00:00,HuffPost,NEGATIVE,0.982254683971405
"After Vegas And Texas Massacres, Republicans Try To Make It Easier To Carry Concealed Guns",POLITICS,2017-12-06 00:00:00,HuffPost,NEGATIVE,0.9987543821334839
Leaked PowerPoint Reveals The Gas Industry’s Playbook For Waging Pipeline Fights,POLITICS,2017-12-05 00:00:00,HuffPost,NEGATIVE,0.9966481328010559
Oil And Gas Firms Got A Last-Minute Goody In Senate Tax Bill,POLITICS,2017-12-05 00:00:00,HuffPost,POSITIVE,0.7814087271690369
Amazon HQ2 In The Time Of Climate Change,BUSINESS,2017-12-04 00:00:00,HuffPost,POSITIVE,0.6509625315666199
"Trump’s NOAA Pick Gets Climate Change, But Could Still Weaken Key Science Agency",POLITICS,2017-11-29 00:00:00,HuffPost,NEGATIVE,0.9980415105819702
"The U.S. Under-Invests In Energy Innovation, Asserts Former Energy Secretary Ernest Moniz",POLITICS,2017-11-28 00:00:00,HuffPost,NEGATIVE,0.9748013019561768
"Corporations Make Big Climate Promises Only To Retreat After A Few Years, Study Finds",POLITICS,2017-11-27 00:00:00,HuffPost,NEGATIVE,0.891799807548523
A Star Psychiatrist Swerves From Nuclear Armageddon To Climate Change,POLITICS,2017-11-26 00:00:00,HuffPost,POSITIVE,0.9843531250953674
Mother Of Vegas Survivor Pleads With Lawmaker To Change Gun Laws,POLITICS,2017-11-26 00:00:00,HuffPost,NEGATIVE,0.9854974150657654
'These Storms Are Just Crazy': Craft Beer Brewers Feel Effects Of Climate Change,IMPACT,2017-11-21 00:00:00,HuffPost,POSITIVE,0.5108956098556519
Pope Francis Blasts 'Perverse Attitudes' Of Climate Change Deniers,WORLD NEWS,2017-11-17 00:00:00,HuffPost,NEGATIVE,0.9815692901611328
14 More Lawsuits Filed In Aftermath Of Las Vegas Shooting,POLITICS,2017-11-16 00:00:00,HuffPost,NEGATIVE,0.9917359948158264
How The Shipping Industry Bullied Its Way Out Of Doing Anything To Fight Climate Change,POLITICS,2017-11-15 00:00:00,HuffPost,NEGATIVE,0.9986376166343689
Why Make Issue Films In A Politically Rigid Climate?,POLITICS,2017-11-15 00:00:00,HuffPost,NEGATIVE,0.9965325593948364
Fossil Fuel-Touting U.S. Heckled By Singing Demonstrators At UN Climate Summit,WORLD NEWS,2017-11-14 00:00:00,HuffPost,NEGATIVE,0.9916400909423828
Lisa Murkowski Introduces Bill To Open Arctic Wildlife Refuge To Oil Drilling,POLITICS,2017-11-09 00:00:00,HuffPost,POSITIVE,0.9963807463645935
"Syria Vows To Sign Paris Agreement, Leaving U.S. Alone In Climate Denial",POLITICS,2017-11-07 00:00:00,HuffPost,NEGATIVE,0.9882793426513672
The World's Largest Climate Change Summit Starts Today. Here's What's Happening.,WORLD NEWS,2017-11-06 00:00:00,HuffPost,POSITIVE,0.9991167187690735
Trump’s Exit From Anti-Corruption Pact Helps Big Oil Hide How Much It Pays In US Taxes,POLITICS,2017-11-04 00:00:00,HuffPost,NEGATIVE,0.9927444458007812
Texas Democrats Celebrate Lamar Smith's Retirement: 'It's Great News For The Climate',POLITICS,2017-11-03 00:00:00,HuffPost,POSITIVE,0.9997860789299011
Rick Perry Says Fossil Fuels Will Prevent Sexual Assaults In Africa,POLITICS,2017-11-02 00:00:00,HuffPost,POSITIVE,0.869579017162323
Bump Stock Maker Resumes Sales One Month After Las Vegas Mass Shooting,POLITICS,2017-11-01 00:00:00,HuffPost,NEGATIVE,0.9989776611328125
It’s Been One Month Since The Las Vegas Shooting And Bump Stocks Are Still Legal,POLITICS,2017-10-29 00:00:00,HuffPost,NEGATIVE,0.9702133536338806
Puerto Rico Electric Power Authority Cancels Whitefish Energy Deal,POLITICS,2017-10-29 00:00:00,HuffPost,NEGATIVE,0.9977614879608154
Conservative Think Tank Included Convicted Sex Offender In Climate Expert List For EPA,POLITICS,2017-10-27 00:00:00,HuffPost,NEGATIVE,0.9463544487953186
